【Excel文件】COVID-19全球数据集（节选）.xlsx
工作表数量：1
============================================================

📊 工作表 1: Data
行数: 15088, 列数: 15
----------------------------------------
                        国家/地区             大洲     纬度      经度  年平均温度  每千人医院床位数  每千人医生数    人均GDP          人口  年龄中位数  65岁及以上人口占比         日期      每日检测数         病例数       死亡数
13601                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2020-12-31  1127244.0  10266674.0  148738.0
13602                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-01  1062420.0  10286709.0  148994.0
13603                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-02   829964.0  10323965.0  149435.0
13604                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-03   958125.0  10340469.0  149649.0
13605                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-04   735978.0  10356844.0  149850.0
13606                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-05   896236.0  10374932.0  150114.0
13607                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-06   931408.0  10395278.0  150336.0
13608                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-07   937590.0  10413417.0  150570.0
13609                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-08   935369.0  10413417.0  150570.0
13610                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-09   916951.0  10450284.0  150999.0
13611                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-10   843307.0  10466595.0  151160.0
13612                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-11   659209.0  10479179.0  151327.0
13613                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-12   897056.0  10495147.0  151529.0
13614                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-13   836227.0  10512093.0  151727.0
13615                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-14   743191.0  10527683.0  151918.0
13616                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-15   730096.0  10542841.0  152093.0
13617                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-16   803090.0  10557985.0  152274.0
13618                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-17   779377.0  10571773.0  152419.0
13619                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-18   548168.0  10581823.0  152556.0
13620                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-19   709791.0  10595639.0  152718.0
13621                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-20   764120.0  10610883.0  152869.0
13622                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-21   780835.0  10625428.0  153032.0
13623                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-22   800242.0  10639684.0  153184.0
13624                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-23   837095.0  10654533.0  153339.0
13625                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-24   781752.0  10667736.0  153470.0
13626                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-25   570246.0  10676838.0  153587.0
13627                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-26   725577.0  10689527.0  153724.0
13628                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-27   550426.0  10701193.0  153847.0
13629                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-28   725653.0  10720048.0  154010.0
13630                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-29   742306.0  10733130.0  154147.0
13631                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-30   756329.0  10746174.0  154274.0
13632                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-01-31   750964.0  10757610.0  154392.0
13633                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-01   504263.0  10766245.0  154486.0
13634                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-02   659422.0  10777284.0  154596.0
13635                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-03   721121.0  10790183.0  154703.0
13636                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-04   742841.0  10802591.0  154823.0
13637                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-05   715776.0  10814304.0  154918.0
13638                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-06   740794.0  10826363.0  154996.0
13639                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-07   695789.0  10838194.0  155080.0
13640                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-08   532236.0  10847304.0  155158.0
13641                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-09   687138.0  10858371.0  155252.0
13642                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-10   736903.0  10871294.0  155360.0
13643                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-11   699185.0  10880603.0  155447.0
13644                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-12   765944.0  10892746.0  155550.0
13645                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-13   743614.0  10904940.0  155642.0
13646                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-14   697114.0  10916589.0  155732.0
13647                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-15   486122.0  10925710.0  155813.0
13648                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-16        NaN  10937320.0  155913.0
13649                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-17        NaN  10950201.0  156014.0
13650                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-18        NaN  10963394.0  156111.0
13651                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-19        NaN  10977387.0  156212.0
13652                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-20        NaN  10991651.0  156302.0
13653                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-21        NaN  11005850.0  156385.0
13654                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-22        NaN  11016434.0  156463.0
13655                   India           Asia  20.59   78.96     25      0.53    0.76   2099.6  1339180127     28           6 2021-02-23        NaN  11030176.0  156567.0
